2.76141318	1.1641
2.76616175	1.0888
2.85955501	1.1337
2.89522886	1.2017
2.85648225	1.2103
2.74553601	1.1457
2.7259455	1.046
2.81908658	1.0805
2.90341109	1.1678
2.91205817	1.2455
2.85129966	1.2473
2.83261152	1.1882
2.91094655	1.181
2.98183958	1.2079
2.95400535	1.2238
2.88852601	1.2106
2.85166086	1.2129
2.89000567	1.2297
2.90063	1.2266
2.87346055	1.2068
2.86116013	1.1563
2.86031386	1.0911
2.93323678	1.0909
2.93088516	1.1408
2.8605564	1.1616
2.8010602	1.1347
2.80967427	1.1224
2.89828378	1.1261
2.91911511	1.1035
2.86251885	1.0725
2.78289909	1.0766
2.73750912	1.0481
2.80943891	1.0983
2.90228095	1.1196
2.91403756	1.0279
2.89066699	1.0183
2.8468691	0.996
2.83281113	1.0138
2.86717304	1.1171
2.8629242	1.1117
2.84114671	1.105
2.84805482	1.0685
2.86976009	0.9933
2.92713886	1.0566
2.953304	1.1236
2.92870964	1.1343
2.9101316	1.2046
2.90475553	1.1891
2.92047765	1.129
2.92309812	1.1127
2.851346	1.1319
2.76369977	1.1638
2.70997049	1.1508
2.73919514	1.082
2.8235695	1.0712
2.86700327	1.1194
2.84799112	1.1396
2.81765498	1.1164
2.86751389	1.099
2.94773665	1.126
2.96980535	1.1797
2.92681894	1.2199
2.87168793	1.2128
2.87861009	1.1412
2.91592375	1.1169
2.93829618	1.1334
2.87139887	1.1628
2.75725705	1.1558
2.74463623	1.1277
2.80589378	1.1307
2.8829561	1.1104
2.8870549	1.1537
2.83086976	1.1917
2.82333764	1.2005
2.89228414	1.1997
2.9543351	1.1471
2.92253407	1.133
2.82372763	1.109
2.75483324	1.1387
2.81152215	1.1887
2.88603901	1.1888
2.88078521	1.1754
2.78685494	1.1796
2.73699991	1.238
2.82844053	1.2434
2.92384316	1.1656
2.9419994	1.1268
2.86083867	1.1008
2.7968837	1.1675
2.86823988	1.2635
2.95722053	1.2311
3.01725938	1.0978
2.97479926	1.129
2.86102493	1.1958
2.83317473	1.2362
2.85960146	1.3009
2.86844107	1.2036
2.79730508	1.0659
2.72819897	1.0799
2.72314235	1.1974
2.77394216	1.2721
2.84686344	1.2082
2.87137623	1.1543
2.8797721	1.1131
2.86809255	1.1328
2.90495914	1.165
2.93630096	1.1698
2.93937317	1.1386
2.92406696	1.0993
2.86251944	1.1259
2.85939627	1.1295
2.88554225	1.1113
2.90411308	1.1222
2.87144696	1.1335
2.7885889	1.1371
2.76274252	1.1084
2.78254719	1.1033
2.8661403	1.146
2.91380724	1.2037
2.89545526	1.2191
2.8728461	1.1808
2.84368909	1.1564
2.86619733	1.1247
2.86300353	1.1432
2.8730602	1.1585
2.9150863	1.1535
2.94499537	1.1288
2.99258305	1.1087
2.97648863	1.1438
2.93901452	1.1558
2.93017769	1.1883
2.95978166	1.1973
2.95450573	1.1891
2.92840609	1.1538
2.89353732	1.1065
2.90005008	1.1184
2.92996156	1.158
2.92651665	1.2124
2.87346396	1.1712
2.81091171	1.1124
2.85148785	1.1098
2.94868879	1.061
2.99355495	1.079
2.96205476	1.1348
2.83295263	1.1076
2.79981959	1.1187
2.88028194	1.1397
2.95118729	1.1222
2.96362462	1.1223
2.87106456	1.1604
2.8025358	1.1376
2.85384598	1.1653
2.94957649	1.1752
3.01865512	1.1453
2.996054	1.1043
2.95494179	1.079
2.9632572	1.149
2.98660448	1.1947
2.97085264	1.1934
2.91045793	1.1812
2.8651166	1.1338
2.87321297	1.1458
2.91981429	1.1732
2.93097807	1.1688
2.89414753	1.1626
2.85290965	1.1604
2.8337102	1.1863
2.87483488	1.1792
2.91545274	1.1511
2.96169795	1.0803
2.99108759	1.0648
2.97468752	1.0911
2.9438645	1.1482
2.88294946	1.1845
2.86448514	1.1001
2.88256618	1.0153
2.92742016	0.9892
2.96287252	1.0075
2.89194347	1.082
2.83132088	1.1073
2.83163604	1.1207
2.89712759	1.1157
2.94325458	1.1103
2.93125489	1.1306
2.89286645	1.1769
2.8786815	1.2061
2.90423866	1.1696
2.9102749	1.1346
2.8712077	1.0944
2.78160575	1.0731
2.73887666	1.0883
2.80528166	1.1034
2.87304461	1.1181
2.89603066	1.1266
2.87080681	1.1342
2.82737914	1.1278
2.87839744	1.1235
2.95692543	1.1144
2.98147493	1.1093
2.93063689	1.1716
2.85519606	1.1693
2.86711503	1.1677
2.98046694	1.0908
3.06204982	1.009
2.98078738	1.0779
2.84859863	1.1171
2.7572356	1.1393
2.81803662	1.1139
2.93694354	1.0408
2.97093864	1.0582
2.96594609	1.1707
2.86963856	1.2361
2.84460973	1.2439
2.89567507	1.2377
2.94707047	1.2124
2.94337741	1.2228
2.88182019	1.2317
2.82342851	1.195
2.82256965	1.1741
2.87965174	1.149
2.90682139	1.1783
2.88398272	1.2104
2.85204701	1.1869
2.87195201	1.1472
2.95323008	1.1136
3.00220241	1.1453
2.97622575	1.2058
2.9221475	1.2122
2.91993267	1.1654
2.95746933	1.1282
2.96815353	1.1429
2.93648195	1.1832
2.8814787	1.2131
2.84802445	1.188
2.8434658	1.1367
2.83054552	1.1244
2.83398512	1.1479
2.85350081	1.1867
2.91724256	1.2013
2.97082454	1.1652
2.95218157	1.1063
2.8952473	1.1106
2.83926849	1.1671
2.8595098	1.2128
2.90982948	1.1987
2.93383659	1.0993
2.91442546	1.0873
2.87232095	1.1566
2.90174924	1.2113
2.93376625	1.2206
2.96519787	1.131
2.93522191	1.0681
2.87210782	1.0838
2.89015413	1.1751
2.93274545	1.193
2.99490213	1.1386
3.00002628	1.0832
2.94234795	1.0473
2.87863586	1.1383
2.88302709	1.2005
2.90470159	1.1904
2.90617828	1.1662
2.87663495	1.1144
2.83716044	1.1571
2.832905	1.2003
2.8325087	1.1645
2.85130504	1.1483
2.8650921	1.1787
2.86585683	1.2026
2.87005781	1.2127
2.87663588	1.2089
2.92287088	1.1639
2.9491025	1.1733
2.9356813	1.1914
2.92334576	1.1848
2.91037	1.16
2.94247834	1.0993
2.95371542	1.1089
2.93517022	1.1529
2.91942682	1.1889
2.89216168	1.2047
2.90533195	1.1794
2.91766736	1.1754
2.9309504	1.1889
2.93006952	1.1953
2.91237744	1.16
2.91145082	1.1084
2.91202102	1.0957
2.9266703	1.1002
2.91713493	1.1339
2.92606721	1.1536
2.93195379	1.1624
2.9349951	1.1521
2.9463734	1.1517
2.90829849	1.1786
2.90350095	1.1649
2.91590646	1.1392
2.93341311	1.1463
2.94179124	1.1575
2.89587081	1.1955
2.85775132	1.2082
2.82205576	1.182
2.82196504	1.1596
2.86325092	1.1537
2.9013314	1.1868
2.92136214	1.2358
2.90420383	1.2297
2.90671422	1.173
2.92926488	1.1426
2.97940559	1.0971
3.00018557	1.1435
2.91885021	1.1883
2.8658262	1.1709
2.82074752	1.1449
2.82103293	1.0957
2.90210035	1.1306
2.94345681	1.1644
2.94010853	1.1543
2.89006558	1.1171
2.87822203	1.0849
2.92109349	1.1693
2.94336392	1.2118
2.92517934	1.1738
2.88641922	1.0775
2.88286968	1.0407
2.91254066	1.1332
2.93375396	1.1799
2.93317235	1.1891
2.93578884	1.118
2.95596053	1.0221
2.94494582	1.0206
2.95324901	1.1081
2.91706512	1.155
2.8962322	1.1152
2.89938708	1.1454
2.94463999	1.1793
3.00241126	1.163
2.99310737	1.1656
2.97829577	1.1415
2.94045589	1.1545
2.92497937	1.2141
2.92215567	1.2427
2.89682721	1.1743
2.89661182	1.0868
2.89537462	1.0866
2.92599183	1.1666
2.92658478	1.2161
2.88692074	1.1921
2.90586037	1.1415
2.92170136	1.1409
2.97200312	1.1978
2.96800064	1.2406
2.90796302	1.2135
2.8532458	1.1683
2.84251012	1.1454
2.89581259	1.2039
2.93261227	1.2744
2.93291021	1.2247
2.8848645	1.1035
2.88168151	1.0404
2.91656767	1.1033
2.93011228	1.1948
2.95117716	1.2138
2.91374053	1.1556
2.91302722	1.074
2.95490319	1.0683
2.96797276	1.1289
2.96424177	1.1687
2.92014425	1.1491
2.90024331	1.1076
2.9247749	1.081
3.00604001	1.0541
3.04070577	1.0552
2.97983818	1.0997
2.86984302	1.1356
2.77753942	1.1347
2.8236366	1.1268
2.89440332	1.0571
2.98171384	0.9909
3.01720237	1.0085
2.90161329	1.0647
2.87663043	1.1361
2.90584347	1.1993
2.98510173	1.163
3.05619018	1.0749
2.97814227	1.0353
2.9086281	1.1231
2.88875239	1.2456
2.91932349	1.267
2.94260556	1.2102
2.88047894	1.0938
2.80631977	1.0474
2.77763704	1.1171
2.84720754	1.2217
2.88346843	1.2539
2.86788154	1.1834
2.82797493	1.196
2.79648066	1.2317
2.82289723	1.2397
2.89701626	1.2115
2.9153961	1.1251
2.8794168	1.1384
2.86739149	1.2304
2.83840138	1.2702
2.84118377	1.1854
2.81866144	1.0615
2.7668755	1.0288
2.75414028	1.1022
2.73966345	1.2182
2.7756246	1.2082
2.79750126	1.1217
2.84002064	1.0728
2.88359611	1.0594
2.85515293	1.1546
2.84501393	1.1765
2.80767985	1.0815
2.83804865	1.0717
2.88766579	1.1224
2.8557293	1.1851
2.82781067	1.1824
2.79745118	1.0966
2.81309813	1.0434
2.83900199	1.0509
2.8247806	1.1112
2.82701321	1.216
2.84171776	1.1755
2.93385032	1.0961
2.98706116	1.0987
2.9782675	1.1651
2.90507709	1.2297
2.80576736	1.1611
2.85184712	1.1179
2.90711528	1.1257
2.9120306	1.1592
2.87371464	1.2129
2.80769893	1.1892
2.8597863	1.1782
2.89814147	1.156
2.89565083	1.1476
2.84999888	1.1851
2.84246907	1.174
2.89074418	1.1914
2.95528935	1.1811
2.97566516	1.1905
2.8978738	1.2153
2.86502628	1.1954
2.85672375	1.2152
2.87562051	1.2015
2.89097619	1.2083
2.83940209	1.2015
2.84754086	1.1667
2.83687792	1.1548
2.88719446	1.1522
2.90875588	1.2108
2.87358316	1.2202
2.86806601	1.2418
2.85266491	1.21
2.8680873	1.1504
2.86952383	1.1577
2.8268127	1.1706
2.79367691	1.2369
2.83441316	1.2319
2.86799297	1.1788
2.90603009	1.1422
2.93127079	1.1635
2.86342233	1.2376
2.84145385	1.2575
2.81028065	1.2073
2.81834239	1.1382
2.87857966	1.1469
2.88457391	1.2183
2.89694069	1.2546
2.88442655	1.2601
2.9130576	1.1974
2.95834094	1.1814
2.99381447	1.2359
2.98826457	1.2597
2.92822426	1.2347
2.91441865	1.171
2.9228119	1.1433
2.97127199	1.2239
2.94964026	1.2758
2.86995345	1.2493
2.84546841	1.189
2.85549329	1.123
2.95078085	1.1185
2.96877919	1.1983
2.8667378	1.1988
2.79475115	1.143
2.83949286	1.198
2.93892009	1.1908
2.98152688	1.1768
2.96866694	1.1866
2.88604997	1.2308
2.85816086	1.2646
2.92616926	1.2793
2.96126075	1.2327
2.96530594	1.1414
2.8820249	1.171
2.84883447	1.2201
2.87799374	1.2387
2.88415956	1.2207
2.91943828	1.1639
2.88323508	1.2076
2.8748705	1.2439
2.89589404	1.2585
2.90011339	1.2468
2.91964699	1.1842
2.90194704	1.1627
2.89964615	1.1993
2.8937468	1.2689
2.88368435	1.2578
2.8825001	1.2154
2.85311324	1.1499
2.82821609	1.1537
2.79135133	1.2194
2.79214022	1.2155
